show_id,theater_id,movie_id,screen_no,show_time
S004335,T0044,M0276,4,2025-06-26T22:00:00
S004336,T0044,M0483,4,2025-06-24T19:00:00
S004337,T0044,M0470,1,2025-06-22T13:00:00
S004338,T0044,M0431,1,2025-06-22T13:00:00
S004339,T0044,M0156,1,2025-06-29T10:00:00
S004340,T0044,M0221,3,2025-06-27T19:00:00
S004341,T0044,M0173,3,2025-06-30T16:00:00
S004342,T0044,M0418,1,2025-06-21T13:00:00
S004343,T0044,M0104,5,2025-06-20T13:00:00
S004344,T0044,M0323,4,2025-06-25T16:00:00
S004345,T0044,M0297,4,2025-06-24T10:00:00
S004346,T0044,M0154,1,2025-06-29T19:00:00
S004347,T0044,M0015,4,2025-06-30T16:00:00
S004348,T0044,M0279,3,2025-06-30T22:00:00
S004349,T0044,M0221,1,2025-06-24T19:00:00
S004350,T0044,M0132,1,2025-06-22T19:00:00
S004351,T0044,M0481,1,2025-06-23T10:00:00
S004352,T0044,M0229,3,2025-06-28T22:00:00
S004353,T0044,M0332,3,2025-06-23T16:00:00
S004354,T0044,M0229,4,2025-06-26T13:00:00
S004355,T0044,M0111,3,2025-06-21T10:00:00
S004356,T0044,M0485,4,2025-06-28T10:00:00
S004357,T0044,M0094,4,2025-06-21T13:00:00
S004358,T0044,M0357,4,2025-06-26T13:00:00
S004359,T0044,M0013,5,2025-06-23T10:00:00
S004360,T0044,M0457,3,2025-06-20T13:00:00
S004361,T0044,M0194,1,2025-06-26T22:00:00
S004362,T0044,M0157,5,2025-06-24T16:00:00
S004363,T0044,M0200,3,2025-06-26T22:00:00
S004364,T0044,M0383,4,2025-06-25T13:00:00
S004365,T0044,M0490,3,2025-06-28T13:00:00
S004366,T0044,M0293,5,2025-06-28T10:00:00
S004367,T0044,M0273,3,2025-06-23T19:00:00
S004368,T0044,M0437,5,2025-06-30T19:00:00
S004369,T0044,M0104,4,2025-06-20T10:00:00
S004370,T0044,M0254,3,2025-06-30T22:00:00
S004371,T0044,M0431,3,2025-06-29T10:00:00
S004372,T0044,M0426,1,2025-06-20T13:00:00
S004373,T0044,M0493,1,2025-06-21T16:00:00
S004374,T0044,M0459,3,2025-06-28T10:00:00
S004375,T0044,M0341,1,2025-06-28T22:00:00
S004376,T0044,M0223,1,2025-06-30T22:00:00
S004377,T0044,M0254,1,2025-06-27T22:00:00
S004378,T0044,M0144,3,2025-06-29T16:00:00
S004379,T0044,M0146,3,2025-06-28T22:00:00
S004380,T0044,M0435,2,2025-06-24T22:00:00
S004381,T0044,M0473,2,2025-06-30T19:00:00
S004382,T0044,M0461,4,2025-06-26T16:00:00
S004383,T0044,M0216,3,2025-06-25T13:00:00
S004384,T0044,M0233,1,2025-06-26T13:00:00
S004385,T0044,M0352,4,2025-06-25T19:00:00
S004386,T0044,M0499,5,2025-06-23T10:00:00
S004387,T0044,M0089,4,2025-06-29T10:00:00
S004388,T0044,M0422,2,2025-06-22T16:00:00
S004389,T0044,M0446,1,2025-06-21T19:00:00
S004390,T0044,M0008,4,2025-06-20T16:00:00
S004391,T0044,M0194,4,2025-06-24T19:00:00
S004392,T0044,M0250,5,2025-06-28T10:00:00
S004393,T0044,M0281,5,2025-06-23T16:00:00
S004394,T0044,M0072,2,2025-06-22T22:00:00
S004395,T0044,M0059,5,2025-06-24T10:00:00
S004396,T0044,M0288,1,2025-06-26T10:00:00
S004397,T0044,M0254,2,2025-06-21T13:00:00
S004398,T0044,M0040,2,2025-06-28T16:00:00
S004399,T0044,M0460,4,2025-06-30T16:00:00
S004400,T0044,M0477,4,2025-06-30T13:00:00
S004401,T0045,M0385,5,2025-06-26T19:00:00
S004402,T0045,M0026,3,2025-06-25T10:00:00
S004403,T0045,M0149,5,2025-06-21T13:00:00
S004404,T0045,M0202,3,2025-06-20T16:00:00
S004405,T0045,M0108,3,2025-06-26T13:00:00
S004406,T0045,M0255,2,2025-06-24T10:00:00
S004407,T0045,M0447,1,2025-06-20T16:00:00
S004408,T0045,M0033,3,2025-06-20T13:00:00
S004409,T0045,M0092,5,2025-06-26T10:00:00
S004410,T0045,M0241,1,2025-06-25T22:00:00
S004411,T0045,M0195,2,2025-06-26T19:00:00
S004412,T0045,M0298,4,2025-06-29T13:00:00
S004413,T0045,M0034,1,2025-06-27T22:00:00
S004414,T0045,M0427,2,2025-06-29T16:00:00
S004415,T0045,M0284,3,2025-06-24T13:00:00
S004416,T0045,M0122,5,2025-06-30T10:00:00
S004417,T0045,M0074,4,2025-06-22T22:00:00
S004418,T0045,M0034,1,2025-06-22T13:00:00
S004419,T0045,M0320,3,2025-06-26T22:00:00
S004420,T0045,M0135,3,2025-06-26T22:00:00
S004421,T0045,M0413,2,2025-06-23T19:00:00
S004422,T0045,M0477,5,2025-06-29T10:00:00
S004423,T0045,M0451,1,2025-06-26T13:00:00
S004424,T0045,M0315,4,2025-06-28T10:00:00
S004425,T0045,M0111,4,2025-06-29T10:00:00
S004426,T0045,M0120,3,2025-06-22T19:00:00
S004427,T0045,M0026,3,2025-06-23T22:00:00
S004428,T0045,M0283,5,2025-06-24T19:00:00
S004429,T0045,M0377,4,2025-06-24T16:00:00
S004430,T0045,M0047,4,2025-06-27T16:00:00
S004431,T0045,M0053,1,2025-06-28T19:00:00
S004432,T0045,M0175,3,2025-06-21T16:00:00
S004433,T0045,M0304,4,2025-06-20T19:00:00
S004434,T0045,M0297,2,2025-06-26T13:00:00
S004435,T0045,M0179,5,2025-06-23T22:00:00
S004436,T0045,M0013,3,2025-06-24T13:00:00
S004437,T0045,M0280,3,2025-06-25T16:00:00
S004438,T0045,M0259,5,2025-06-25T19:00:00
S004439,T0045,M0182,1,2025-06-30T22:00:00
S004440,T0045,M0407,4,2025-06-24T16:00:00
S004441,T0045,M0268,4,2025-06-27T10:00:00
S004442,T0045,M0390,4,2025-06-22T10:00:00
S004443,T0045,M0470,1,2025-06-22T22:00:00
S004444,T0045,M0083,4,2025-06-27T22:00:00
S004445,T0045,M0314,1,2025-06-21T16:00:00
S004446,T0045,M0214,1,2025-06-20T22:00:00
S004447,T0045,M0333,2,2025-06-26T16:00:00
S004448,T0045,M0441,3,2025-06-26T22:00:00
S004449,T0045,M0393,5,2025-06-25T16:00:00
S004450,T0045,M0295,3,2025-06-21T13:00:00
S004451,T0045,M0317,5,2025-06-23T10:00:00
S004452,T0045,M0075,5,2025-06-21T22:00:00
S004453,T0045,M0097,3,2025-06-25T10:00:00
S004454,T0045,M0187,5,2025-06-21T16:00:00
S004455,T0045,M0080,2,2025-06-21T10:00:00
S004456,T0045,M0272,1,2025-06-25T10:00:00
S004457,T0045,M0108,2,2025-06-23T10:00:00
S004458,T0045,M0322,3,2025-06-28T22:00:00
S004459,T0045,M0287,4,2025-06-29T16:00:00
S004460,T0045,M0195,5,2025-06-30T19:00:00
S004461,T0045,M0166,4,2025-06-22T22:00:00
S004462,T0045,M0100,3,2025-06-28T13:00:00
S004463,T0045,M0159,2,2025-06-30T13:00:00
S004464,T0045,M0229,2,2025-06-26T16:00:00
S004465,T0045,M0362,4,2025-06-22T13:00:00
S004466,T0045,M0224,4,2025-06-28T22:00:00
S004467,T0045,M0256,5,2025-06-30T16:00:00
S004468,T0045,M0428,3,2025-06-30T19:00:00
S004469,T0045,M0119,2,2025-06-26T10:00:00
S004470,T0045,M0374,1,2025-06-28T10:00:00
S004471,T0045,M0329,4,2025-06-26T13:00:00
S004472,T0045,M0002,3,2025-06-21T19:00:00
S004473,T0045,M0050,4,2025-06-28T10:00:00
S004474,T0045,M0325,3,2025-06-24T22:00:00
S004475,T0045,M0168,4,2025-06-29T10:00:00
S004476,T0045,M0293,5,2025-06-20T13:00:00
S004477,T0045,M0226,4,2025-06-30T10:00:00
S004478,T0045,M0375,2,2025-06-26T16:00:00
S004479,T0045,M0460,5,2025-06-27T10:00:00
S004480,T0045,M0090,2,2025-06-21T16:00:00
S004481,T0045,M0102,4,2025-06-26T22:00:00
S004482,T0045,M0188,3,2025-06-28T13:00:00
S004483,T0045,M0414,2,2025-06-29T22:00:00
S004484,T0045,M0341,2,2025-06-22T10:00:00
S004485,T0045,M0094,5,2025-06-23T10:00:00
S004486,T0045,M0389,5,2025-06-29T13:00:00
S004487,T0045,M0405,2,2025-06-20T22:00:00
S004488,T0045,M0175,5,2025-06-20T16:00:00
S004489,T0045,M0193,2,2025-06-28T19:00:00
S004490,T0045,M0422,2,2025-06-20T10:00:00
S004491,T0045,M0280,5,2025-06-26T19:00:00
S004492,T0045,M0262,1,2025-06-29T16:00:00
S004493,T0045,M0328,3,2025-06-28T10:00:00
S004494,T0045,M0042,1,2025-06-20T16:00:00
S004495,T0045,M0224,2,2025-06-21T13:00:00
S004496,T0045,M0297,5,2025-06-22T22:00:00
S004497,T0045,M0475,3,2025-06-23T22:00:00
S004498,T0045,M0004,5,2025-06-24T22:00:00
S004499,T0045,M0122,4,2025-06-27T13:00:00
S004500,T0045,M0458,1,2025-06-27T16:00:00
S004501,T0046,M0450,4,2025-06-21T16:00:00
S004502,T0046,M0109,5,2025-06-29T19:00:00
S004503,T0046,M0169,3,2025-06-21T16:00:00
S004504,T0046,M0411,2,2025-06-20T10:00:00
S004505,T0046,M0481,1,2025-06-27T16:00:00
S004506,T0046,M0170,1,2025-06-20T19:00:00
S004507,T0046,M0442,2,2025-06-28T16:00:00
S004508,T0046,M0155,3,2025-06-21T13:00:00
S004509,T0046,M0257,2,2025-06-23T13:00:00
S004510,T0046,M0434,4,2025-06-21T10:00:00
S004511,T0046,M0392,3,2025-06-25T22:00:00
S004512,T0046,M0413,3,2025-06-24T19:00:00
S004513,T0046,M0264,3,2025-06-23T10:00:00
S004514,T0046,M0479,1,2025-06-21T13:00:00
S004515,T0046,M0038,5,2025-06-28T13:00:00
S004516,T0046,M0362,4,2025-06-27T22:00:00
S004517,T0046,M0102,1,2025-06-28T10:00:00
S004518,T0046,M0388,1,2025-06-25T13:00:00
S004519,T0046,M0330,3,2025-06-29T13:00:00
S004520,T0046,M0389,4,2025-06-27T16:00:00
S004521,T0046,M0343,3,2025-06-29T10:00:00
S004522,T0046,M0484,2,2025-06-22T16:00:00
S004523,T0046,M0124,4,2025-06-23T10:00:00
S004524,T0046,M0125,3,2025-06-30T13:00:00
S004525,T0046,M0330,2,2025-06-29T22:00:00
S004526,T0046,M0298,1,2025-06-22T13:00:00
S004527,T0046,M0435,1,2025-06-20T10:00:00
S004528,T0046,M0126,3,2025-06-23T16:00:00
S004529,T0046,M0002,3,2025-06-28T22:00:00
S004530,T0046,M0104,2,2025-06-23T16:00:00
S004531,T0046,M0393,1,2025-06-26T16:00:00
S004532,T0046,M0447,3,2025-06-30T19:00:00
S004533,T0046,M0285,3,2025-06-27T19:00:00
S004534,T0046,M0007,4,2025-06-25T13:00:00
S004535,T0046,M0466,4,2025-06-28T22:00:00
S004536,T0046,M0093,1,2025-06-25T10:00:00
S004537,T0046,M0230,3,2025-06-20T13:00:00
S004538,T0046,M0015,4,2025-06-22T22:00:00
S004539,T0046,M0124,1,2025-06-21T13:00:00
S004540,T0046,M0076,4,2025-06-23T13:00:00
S004541,T0046,M0186,2,2025-06-25T10:00:00
S004542,T0046,M0223,2,2025-06-26T13:00:00
S004543,T0046,M0187,1,2025-06-30T19:00:00
S004544,T0046,M0220,4,2025-06-20T13:00:00
S004545,T0046,M0175,3,2025-06-30T19:00:00
S004546,T0046,M0459,3,2025-06-22T22:00:00
S004547,T0046,M0070,1,2025-06-29T13:00:00
S004548,T0046,M0025,4,2025-06-23T16:00:00
S004549,T0046,M0157,2,2025-06-28T19:00:00
S004550,T0046,M0410,5,2025-06-25T22:00:00
S004551,T0046,M0047,3,2025-06-20T16:00:00
S004552,T0046,M0209,3,2025-06-22T19:00:00
S004553,T0046,M0174,3,2025-06-20T22:00:00
S004554,T0046,M0044,1,2025-06-25T19:00:00
S004555,T0046,M0162,3,2025-06-28T16:00:00
S004556,T0046,M0023,2,2025-06-24T13:00:00
S004557,T0046,M0304,3,2025-06-23T10:00:00
S004558,T0046,M0138,5,2025-06-28T19:00:00
S004559,T0046,M0073,2,2025-06-23T16:00:00
S004560,T0046,M0237,3,2025-06-28T10:00:00
S004561,T0046,M0416,1,2025-06-21T19:00:00
S004562,T0046,M0341,1,2025-06-28T10:00:00
S004563,T0046,M0410,5,2025-06-26T19:00:00
S004564,T0046,M0077,4,2025-06-25T10:00:00
S004565,T0046,M0193,1,2025-06-21T16:00:00
S004566,T0046,M0486,5,2025-06-25T10:00:00
S004567,T0046,M0034,4,2025-06-20T16:00:00
S004568,T0046,M0106,2,2025-06-24T13:00:00
S004569,T0046,M0040,2,2025-06-23T22:00:00
S004570,T0046,M0457,1,2025-06-26T16:00:00
S004571,T0046,M0469,3,2025-06-29T22:00:00
S004572,T0046,M0229,3,2025-06-24T16:00:00
S004573,T0046,M0477,5,2025-06-26T10:00:00
S004574,T0046,M0350,4,2025-06-20T10:00:00
S004575,T0046,M0483,4,2025-06-28T16:00:00
S004576,T0046,M0468,4,2025-06-21T10:00:00
S004577,T0046,M0131,3,2025-06-21T22:00:00
S004578,T0046,M0468,1,2025-06-28T22:00:00
S004579,T0046,M0285,3,2025-06-29T16:00:00
S004580,T0046,M0311,1,2025-06-26T19:00:00
S004581,T0046,M0126,1,2025-06-23T22:00:00
S004582,T0046,M0458,5,2025-06-30T22:00:00
S004583,T0046,M0044,5,2025-06-29T10:00:00
S004584,T0046,M0059,3,2025-06-26T19:00:00
S004585,T0046,M0383,3,2025-06-29T13:00:00
S004586,T0046,M0275,5,2025-06-30T19:00:00
S004587,T0046,M0233,5,2025-06-29T10:00:00
S004588,T0046,M0170,1,2025-06-27T10:00:00
S004589,T0046,M0177,4,2025-06-30T16:00:00
S004590,T0046,M0357,2,2025-06-30T19:00:00
S004591,T0046,M0061,2,2025-06-21T19:00:00
S004592,T0046,M0190,4,2025-06-30T13:00:00
S004593,T0046,M0083,2,2025-06-22T22:00:00
S004594,T0046,M0151,5,2025-06-29T22:00:00
S004595,T0046,M0111,3,2025-06-25T16:00:00
S004596,T0046,M0216,2,2025-06-29T13:00:00
S004597,T0046,M0454,4,2025-06-27T10:00:00
S004598,T0046,M0265,5,2025-06-20T13:00:00
S004599,T0046,M0219,1,2025-06-30T22:00:00
S004600,T0046,M0408,2,2025-06-28T16:00:00
S004601,T0047,M0294,4,2025-06-24T13:00:00
S004602,T0047,M0217,3,2025-06-25T13:00:00
S004603,T0047,M0500,3,2025-06-24T22:00:00
S004604,T0047,M0264,3,2025-06-25T16:00:00
S004605,T0047,M0340,1,2025-06-27T19:00:00
S004606,T0047,M0493,4,2025-06-21T10:00:00
S004607,T0047,M0155,1,2025-06-29T22:00:00
S004608,T0047,M0102,5,2025-06-27T22:00:00
S004609,T0047,M0106,5,2025-06-25T10:00:00
S004610,T0047,M0093,1,2025-06-29T19:00:00
S004611,T0047,M0079,3,2025-06-25T22:00:00
S004612,T0047,M0410,1,2025-06-23T13:00:00
S004613,T0047,M0490,4,2025-06-26T22:00:00
S004614,T0047,M0186,2,2025-06-30T16:00:00
S004615,T0047,M0386,5,2025-06-30T19:00:00
S004616,T0047,M0490,4,2025-06-29T13:00:00
S004617,T0047,M0283,3,2025-06-27T13:00:00
S004618,T0047,M0498,4,2025-06-26T22:00:00
S004619,T0047,M0275,3,2025-06-28T19:00:00
S004620,T0047,M0278,4,2025-06-30T10:00:00
S004621,T0047,M0013,4,2025-06-27T19:00:00
S004622,T0047,M0428,4,2025-06-25T16:00:00
S004623,T0047,M0088,2,2025-06-28T10:00:00
S004624,T0047,M0111,3,2025-06-29T19:00:00
S004625,T0047,M0493,3,2025-06-28T22:00:00
S004626,T0047,M0256,5,2025-06-30T16:00:00
S004627,T0047,M0293,3,2025-06-24T22:00:00
S004628,T0047,M0412,3,2025-06-24T10:00:00
S004629,T0047,M0228,5,2025-06-30T16:00:00
S004630,T0047,M0284,1,2025-06-23T13:00:00
S004631,T0047,M0208,2,2025-06-21T22:00:00
S004632,T0047,M0076,3,2025-06-20T10:00:00
S004633,T0047,M0269,3,2025-06-27T10:00:00
S004634,T0047,M0086,5,2025-06-21T19:00:00
S004635,T0047,M0489,4,2025-06-24T16:00:00
S004636,T0047,M0448,3,2025-06-29T13:00:00
S004637,T0047,M0096,1,2025-06-22T10:00:00
S004638,T0047,M0150,2,2025-06-25T22:00:00
S004639,T0047,M0309,1,2025-06-30T13:00:00
S004640,T0047,M0384,5,2025-06-22T13:00:00
S004641,T0047,M0162,3,2025-06-21T10:00:00
S004642,T0047,M0242,1,2025-06-27T16:00:00
S004643,T0047,M0406,3,2025-06-23T16:00:00
S004644,T0047,M0340,1,2025-06-23T19:00:00
S004645,T0047,M0439,5,2025-06-27T22:00:00
S004646,T0047,M0412,1,2025-06-26T19:00:00
S004647,T0047,M0358,4,2025-06-27T22:00:00
S004648,T0047,M0245,4,2025-06-26T10:00:00
S004649,T0047,M0437,4,2025-06-23T22:00:00
S004650,T0047,M0187,1,2025-06-22T10:00:00
S004651,T0047,M0167,1,2025-06-27T19:00:00
S004652,T0047,M0056,2,2025-06-21T22:00:00
S004653,T0047,M0430,5,2025-06-24T10:00:00
S004654,T0047,M0340,5,2025-06-21T19:00:00
S004655,T0047,M0473,5,2025-06-23T13:00:00
S004656,T0047,M0292,3,2025-06-26T10:00:00
S004657,T0047,M0475,4,2025-06-20T22:00:00
S004658,T0047,M0284,3,2025-06-27T10:00:00
S004659,T0047,M0171,3,2025-06-29T10:00:00
S004660,T0047,M0456,2,2025-06-28T10:00:00
S004661,T0047,M0378,2,2025-06-27T13:00:00
S004662,T0047,M0388,5,2025-06-27T13:00:00
S004663,T0047,M0465,3,2025-06-27T10:00:00
S004664,T0047,M0278,4,2025-06-22T19:00:00
S004665,T0047,M0450,5,2025-06-24T19:00:00
S004666,T0047,M0244,3,2025-06-20T10:00:00
S004667,T0047,M0183,4,2025-06-28T19:00:00
S004668,T0047,M0465,4,2025-06-21T13:00:00
S004669,T0047,M0461,1,2025-06-30T10:00:00
S004670,T0047,M0158,3,2025-06-22T19:00:00
S004671,T0047,M0234,4,2025-06-26T13:00:00
S004672,T0047,M0063,2,2025-06-25T16:00:00
S004673,T0047,M0258,5,2025-06-20T19:00:00
S004674,T0047,M0214,3,2025-06-27T16:00:00
S004675,T0047,M0483,2,2025-06-30T22:00:00
S004676,T0047,M0159,4,2025-06-23T10:00:00
S004677,T0047,M0341,1,2025-06-24T19:00:00
S004678,T0047,M0343,4,2025-06-21T22:00:00
S004679,T0047,M0387,5,2025-06-20T22:00:00
S004680,T0047,M0005,2,2025-06-22T16:00:00
S004681,T0047,M0127,5,2025-06-21T13:00:00
S004682,T0047,M0105,1,2025-06-23T16:00:00
S004683,T0047,M0225,1,2025-06-23T22:00:00
S004684,T0047,M0043,2,2025-06-29T19:00:00
S004685,T0047,M0341,2,2025-06-24T19:00:00
S004686,T0047,M0150,2,2025-06-21T19:00:00
S004687,T0047,M0123,1,2025-06-22T22:00:00
S004688,T0047,M0061,2,2025-06-29T13:00:00
S004689,T0047,M0218,3,2025-06-22T10:00:00
S004690,T0047,M0043,2,2025-06-24T10:00:00
S004691,T0047,M0159,4,2025-06-23T13:00:00
S004692,T0047,M0009,1,2025-06-24T22:00:00
S004693,T0047,M0061,3,2025-06-28T10:00:00
S004694,T0047,M0182,5,2025-06-25T13:00:00
S004695,T0047,M0374,1,2025-06-28T10:00:00
S004696,T0047,M0376,2,2025-06-25T22:00:00
S004697,T0047,M0173,5,2025-06-21T16:00:00
S004698,T0047,M0307,4,2025-06-22T19:00:00
S004699,T0047,M0494,4,2025-06-25T10:00:00
S004700,T0047,M0419,4,2025-06-28T10:00:00
S004701,T0048,M0252,5,2025-06-22T10:00:00
S004702,T0048,M0284,3,2025-06-26T13:00:00
S004703,T0048,M0456,4,2025-06-21T13:00:00
S004704,T0048,M0350,1,2025-06-30T16:00:00
S004705,T0048,M0034,1,2025-06-25T22:00:00
S004706,T0048,M0254,3,2025-06-21T16:00:00
S004707,T0048,M0112,1,2025-06-29T22:00:00
S004708,T0048,M0135,5,2025-06-28T22:00:00
S004709,T0048,M0409,5,2025-06-20T19:00:00
S004710,T0048,M0322,5,2025-06-26T19:00:00
S004711,T0048,M0320,5,2025-06-24T22:00:00
S004712,T0048,M0473,3,2025-06-28T19:00:00
S004713,T0048,M0317,2,2025-06-28T16:00:00
S004714,T0048,M0302,4,2025-06-26T19:00:00
S004715,T0048,M0012,2,2025-06-28T13:00:00
S004716,T0048,M0453,5,2025-06-21T10:00:00
S004717,T0048,M0189,3,2025-06-30T16:00:00
S004718,T0048,M0481,1,2025-06-29T19:00:00
S004719,T0048,M0116,2,2025-06-27T16:00:00
S004720,T0048,M0177,2,2025-06-24T19:00:00
S004721,T0048,M0281,1,2025-06-26T19:00:00
S004722,T0048,M0163,4,2025-06-20T19:00:00
S004723,T0048,M0296,2,2025-06-28T22:00:00
S004724,T0048,M0011,4,2025-06-23T13:00:00
S004725,T0048,M0172,2,2025-06-20T22:00:00
S004726,T0048,M0048,3,2025-06-27T19:00:00
S004727,T0048,M0369,4,2025-06-29T19:00:00
S004728,T0048,M0070,5,2025-06-21T19:00:00
S004729,T0048,M0257,2,2025-06-22T13:00:00
S004730,T0048,M0090,4,2025-06-23T10:00:00
S004731,T0048,M0072,5,2025-06-28T10:00:00
S004732,T0048,M0160,2,2025-06-22T10:00:00
S004733,T0048,M0158,1,2025-06-30T16:00:00
S004734,T0048,M0237,3,2025-06-26T19:00:00
S004735,T0048,M0351,2,2025-06-26T16:00:00
S004736,T0048,M0286,2,2025-06-21T16:00:00
S004737,T0048,M0114,1,2025-06-24T16:00:00
S004738,T0048,M0443,2,2025-06-28T19:00:00
S004739,T0048,M0354,4,2025-06-26T19:00:00
S004740,T0048,M0499,1,2025-06-22T13:00:00
S004741,T0048,M0291,2,2025-06-26T10:00:00
S004742,T0048,M0224,4,2025-06-28T19:00:00
S004743,T0048,M0075,5,2025-06-30T10:00:00
S004744,T0048,M0334,1,2025-06-22T13:00:00
S004745,T0048,M0161,2,2025-06-28T22:00:00
S004746,T0048,M0021,3,2025-06-25T19:00:00
S004747,T0048,M0402,3,2025-06-20T22:00:00
S004748,T0048,M0485,2,2025-06-26T10:00:00
S004749,T0048,M0261,3,2025-06-22T19:00:00
S004750,T0048,M0053,3,2025-06-23T22:00:00
S004751,T0048,M0030,5,2025-06-20T10:00:00
S004752,T0048,M0276,1,2025-06-20T22:00:00
S004753,T0048,M0133,3,2025-06-26T13:00:00
S004754,T0048,M0054,4,2025-06-26T22:00:00
S004755,T0048,M0256,3,2025-06-30T22:00:00
S004756,T0048,M0393,5,2025-06-20T19:00:00
S004757,T0048,M0139,2,2025-06-30T19:00:00
S004758,T0048,M0014,1,2025-06-24T19:00:00
S004759,T0048,M0151,1,2025-06-24T22:00:00
S004760,T0048,M0134,4,2025-06-26T19:00:00
S004761,T0048,M0124,5,2025-06-26T19:00:00
S004762,T0048,M0470,5,2025-06-20T22:00:00
S004763,T0048,M0316,2,2025-06-22T22:00:00
S004764,T0048,M0349,5,2025-06-28T16:00:00
S004765,T0048,M0037,1,2025-06-30T10:00:00
S004766,T0048,M0355,5,2025-06-27T10:00:00
S004767,T0048,M0211,5,2025-06-23T19:00:00
S004768,T0048,M0333,2,2025-06-22T19:00:00
S004769,T0048,M0218,4,2025-06-25T22:00:00
S004770,T0048,M0191,5,2025-06-21T19:00:00
S004771,T0048,M0344,5,2025-06-30T22:00:00
S004772,T0048,M0349,1,2025-06-22T19:00:00
S004773,T0048,M0183,3,2025-06-20T10:00:00
S004774,T0048,M0110,5,2025-06-28T13:00:00
S004775,T0048,M0225,2,2025-06-22T16:00:00
S004776,T0048,M0171,2,2025-06-29T22:00:00
S004777,T0048,M0380,5,2025-06-28T16:00:00
S004778,T0048,M0439,5,2025-06-27T16:00:00
S004779,T0048,M0237,4,2025-06-26T19:00:00
S004780,T0048,M0140,5,2025-06-30T19:00:00
S004781,T0048,M0255,5,2025-06-30T16:00:00
S004782,T0048,M0085,1,2025-06-20T16:00:00
S004783,T0048,M0393,2,2025-06-27T10:00:00
S004784,T0048,M0031,1,2025-06-20T16:00:00
S004785,T0048,M0307,2,2025-06-30T13:00:00
S004786,T0048,M0053,4,2025-06-30T10:00:00
S004787,T0048,M0180,4,2025-06-29T19:00:00
S004788,T0048,M0285,4,2025-06-22T16:00:00
S004789,T0048,M0255,5,2025-06-20T13:00:00
S004790,T0048,M0016,2,2025-06-22T16:00:00
S004791,T0048,M0056,2,2025-06-23T22:00:00
S004792,T0048,M0489,4,2025-06-25T13:00:00
S004793,T0048,M0443,1,2025-06-20T19:00:00
S004794,T0048,M0182,4,2025-06-30T22:00:00
S004795,T0048,M0137,5,2025-06-24T16:00:00
S004796,T0048,M0082,2,2025-06-29T22:00:00
S004797,T0048,M0126,4,2025-06-21T16:00:00
S004798,T0048,M0384,5,2025-06-28T19:00:00
S004799,T0048,M0457,4,2025-06-22T22:00:00
S004800,T0048,M0006,2,2025-06-27T16:00:00
S004801,T0049,M0122,3,2025-06-22T13:00:00
S004802,T0049,M0288,5,2025-06-22T16:00:00
S004803,T0049,M0126,4,2025-06-26T19:00:00
S004804,T0049,M0073,3,2025-06-25T13:00:00
S004805,T0049,M0384,4,2025-06-27T19:00:00
S004806,T0049,M0480,3,2025-06-24T19:00:00
S004807,T0049,M0161,4,2025-06-29T22:00:00
S004808,T0049,M0224,2,2025-06-20T13:00:00
S004809,T0049,M0184,5,2025-06-25T22:00:00
S004810,T0049,M0451,4,2025-06-27T22:00:00
S004811,T0049,M0108,5,2025-06-22T22:00:00
S004812,T0049,M0091,5,2025-06-25T22:00:00
S004813,T0049,M0175,1,2025-06-28T22:00:00
S004814,T0049,M0350,5,2025-06-28T13:00:00
S004815,T0049,M0051,5,2025-06-28T22:00:00
S004816,T0049,M0084,5,2025-06-20T16:00:00
S004817,T0049,M0281,5,2025-06-26T19:00:00
S004818,T0049,M0201,1,2025-06-28T13:00:00
S004819,T0049,M0279,4,2025-06-29T19:00:00
S004820,T0049,M0329,2,2025-06-22T13:00:00
S004821,T0049,M0114,2,2025-06-26T16:00:00
S004822,T0049,M0171,4,2025-06-20T16:00:00
S004823,T0049,M0226,4,2025-06-20T16:00:00
S004824,T0049,M0410,1,2025-06-30T16:00:00
S004825,T0049,M0065,5,2025-06-25T19:00:00
S004826,T0049,M0032,5,2025-06-24T10:00:00
S004827,T0049,M0368,3,2025-06-29T10:00:00
S004828,T0049,M0121,2,2025-06-20T16:00:00
S004829,T0049,M0379,4,2025-06-27T22:00:00
S004830,T0049,M0361,3,2025-06-24T10:00:00
S004831,T0049,M0473,3,2025-06-24T10:00:00
S004832,T0049,M0195,3,2025-06-27T13:00:00
S004833,T0049,M0395,1,2025-06-29T19:00:00
S004834,T0049,M0158,5,2025-06-21T22:00:00
S004835,T0049,M0391,4,2025-06-20T10:00:00
S004836,T0049,M0362,4,2025-06-20T22:00:00
S004837,T0049,M0021,3,2025-06-26T10:00:00
S004838,T0049,M0032,4,2025-06-28T10:00:00
S004839,T0049,M0267,2,2025-06-27T16:00:00
S004840,T0049,M0355,4,2025-06-26T10:00:00
S004841,T0049,M0500,2,2025-06-27T22:00:00
S004842,T0049,M0356,3,2025-06-27T19:00:00
S004843,T0049,M0050,1,2025-06-22T19:00:00
S004844,T0049,M0282,1,2025-06-25T16:00:00
S004845,T0049,M0179,2,2025-06-20T22:00:00
S004846,T0049,M0479,3,2025-06-27T13:00:00
S004847,T0049,M0413,5,2025-06-30T22:00:00
S004848,T0049,M0055,1,2025-06-26T19:00:00
S004849,T0049,M0356,5,2025-06-30T16:00:00
S004850,T0049,M0410,4,2025-06-24T22:00:00
S004851,T0049,M0064,3,2025-06-29T16:00:00
